SA2_CODE_2021,Buddhism_P,Christianity_Tot_P,Other_Religions_Tot_P,Hinduism_P,Islam_P,Judaism_P,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_P,Total_P_Ex,Buddhism_Percent,Christian_Percent,Other_Religions_Percent,Hinduism_Percent,Islam_Percent,Judaism_P,No_Religion_Percent,,,Tot_P
201011484,75,5032,138,98,86,10,6532,1119,11967,0.62672349,42.048968,1.153171221,0.818918693,0.718642935,0.718642935,54.58343779,,,13086
201021009,29,2797,20,22,13,3,3158,518,6041,0.480052971,46.30028141,0.331071015,0.364178116,0.21519616,0.21519616,52.27611323,,,6559
201021010,72,3315,56,7,19,0,3873,747,7338,0.981193786,45.17579722,0.763150722,0.09539384,0.258926138,0.258926138,52.78004906,,,8085
201021011,147,3190,74,57,24,22,5436,1007,8948,1.642825212,35.65042468,0.827000447,0.637013858,0.268216361,0.268216361,60.75100581,,,9955
201021012,20,2930,16,4,13,0,2814,571,5801,0.344768143,50.50853301,0.275814515,0.068953629,0.224099293,0.224099293,48.50887778,,,6372
201031013,24,1502,21,3,10,10,1552,428,3104,0.773195876,48.38917526,0.676546392,0.096649485,0.322164948,0.322164948,50,,,3532
201031014,11,1860,22,0,0,4,1992,756,3888,0.282921811,47.83950617,0.565843621,0,0,0,51.2345679,,,4644
201031015,24,1900,15,11,10,0,2483,450,4444,0.540054005,42.75427543,0.337533753,0.247524752,0.225022502,0.225022502,55.87308731,,,4894
201031016,43,3759,59,39,11,3,3638,614,7546,0.569838325,49.81447124,0.78187119,0.516830109,0.145772595,0.145772595,48.2109727,,,8160
201031017,33,2292,25,5,6,6,2528,645,4881,0.676090965,46.95759066,0.512190125,0.102438025,0.12292563,0.12292563,51.79266544,,,5526
202011018,319,5616,131,165,96,12,7263,1324,13605,2.344726204,41.27894157,0.962881294,1.212789416,0.705622933,0.705622933,53.38478501,,,14929
202011019,220,5138,84,37,59,0,6475,936,12013,1.831349372,42.77033214,0.699242487,0.307999667,0.491134604,0.491134604,53.89994173,,,12949
202011020,134,6584,115,159,121,10,5967,906,13082,1.02430821,50.32869592,0.879070479,1.215410488,0.924935025,0.924935025,45.6122917,,,13988
202011021,145,3663,61,94,74,7,4866,526,8911,1.627202334,41.10649759,0.684547189,1.054875996,0.830434295,0.830434295,54.60666592,,,9437
202011022,236,8958,196,160,186,10,9730,1565,19478,1.21162337,45.99034809,1.006263477,0.821439573,0.954923503,0.954923503,49.95379402,,,21043
202011023,40,2568,17,21,21,0,2646,212,5306,0.753863551,48.39803995,0.320392009,0.395778364,0.395778364,0.395778364,49.86807388,,,5518
202011024,62,5375,30,48,67,0,4657,481,10238,0.605587029,52.50048838,0.293025982,0.468841571,0.654424692,0.654424692,45.48739988,,,10719
202011025,174,5969,79,118,100,8,7144,860,13586,1.280730163,43.93493302,0.581480936,0.868541145,0.736051818,0.736051818,52.58354188,,,14446
202021026,31,3479,26,13,13,5,4151,629,7715,0.401814647,45.09397278,0.337005833,0.168502916,0.168502916,0.168502916,53.80427738,,,8344
202021027,131,2787,100,26,17,30,6753,1513,9839,1.331436122,28.3260494,1.016363452,0.264254497,0.172781787,0.172781787,68.63502388,,,11352
202021028,83,2841,56,17,10,22,5324,868,8357,0.993179371,33.99545291,0.670096925,0.203422281,0.119660165,0.119660165,63.70707192,,,9225
202021029,27,2166,25,4,0,0,2183,656,4406,0.612800726,49.16023604,0.56740808,0.090785293,0,0,49.54607354,,,5062
202021030,89,4212,42,26,13,17,5274,885,9677,0.919706521,43.52588612,0.434018807,0.268678309,0.134339155,0.134339155,54.50036168,,,10562
202021031,33,3013,22,29,23,13,4271,546,7403,0.44576523,40.69971633,0.29717682,0.391733081,0.310684857,0.310684857,57.69282723,,,7949
202031032,59,2138,14,0,8,0,2161,553,4381,1.346724492,48.80164346,0.319561744,0,0.182606711,0.182606711,49.32663775,,,4934
202031033,32,3326,38,13,20,0,2934,918,6371,0.502275938,52.20530529,0.596452676,0.2040496,0.313922461,0.313922461,46.05242505,,,7289
203011034,29,3502,27,7,28,3,3688,474,7280,0.398351648,48.1043956,0.370879121,0.096153846,0.384615385,0.384615385,50.65934066,,,7754
203011035,30,3272,30,0,12,0,4148,613,7498,0.400106695,43.63830355,0.400106695,0,0.160042678,0.160042678,55.32141905,,,8111
203011036,26,2690,15,22,7,5,3277,565,6049,0.429823111,44.47016036,0.247974872,0.363696479,0.115721607,0.115721607,54.17424368,,,6614
203021037,191,5803,107,335,237,13,7425,909,14108,1.353841792,41.13269067,0.758434931,2.374539269,1.67989793,1.67989793,52.62971364,,,15017
203021039,175,5620,100,257,119,22,6269,943,12561,1.393201178,44.7416607,0.796114959,2.046015445,0.947376801,0.947376801,49.90844678,,,13504
203021040,176,9638,181,295,263,26,9512,1105,20095,0.875839761,47.96217965,0.900721573,1.468026872,1.308783279,1.308783279,47.335158,,,21200
203021042,281,11399,194,411,358,15,10228,1142,22892,1.227503058,49.7946881,0.847457627,1.795387035,1.563865106,1.563865106,44.67936397,,,24034
203021043,203,8836,296,201,319,9,8718,2236,18581,1.092513858,47.55395296,1.593025133,1.081750175,1.716807492,1.716807492,46.91889565,,,20817
203021044,81,6154,76,92,53,3,6021,798,12474,0.649350649,49.334616,0.609267276,0.737534071,0.424883758,0.424883758,48.26839827,,,13272
203021045,129,6614,109,189,178,4,6893,1348,14114,0.913986113,46.8612725,0.77228284,1.339095933,1.261159133,1.261159133,48.83803316,,,15462
203021046,101,5159,62,113,82,9,4399,517,9928,1.017324738,51.96414182,0.624496374,1.138195004,0.825946817,0.825946817,44.30902498,,,10445
203021047,196,8486,249,251,364,11,5306,938,14857,1.319243454,57.1178569,1.675977654,1.689439322,2.450023558,2.450023558,35.71380494,,,15795
203021485,99,4041,228,296,113,3,4921,601,9699,1.020723786,41.66408908,2.35075781,3.051861017,1.165068564,1.165068564,50.7371894,,,10300
