Buddhism_P,Christianity_Tot_P,Other_Religions_Tot_P,Hinduism_P,Islam_P,Judaism_P,Tot_P,Christian_Percent,SA2_CODE_2021
2164,6581,232,194,1056,0,13983,47.06429236,213011333
2755,8788,798,826,1263,6,20581,42.69957728,213011334
3172,6677,520,664,985,0,17454,38.2548413,213011335
961,3476,156,637,534,11,9445,36.80254103,213011336
2547,4665,87,305,606,7,12047,38.72333361,213011337
2183,8438,145,499,1777,10,18558,45.46826167,213011338
489,6330,571,501,651,0,11726,53.98260276,213011339
426,11531,247,319,834,0,16910,68.19041987,213011340
1781,8488,398,640,1552,4,18004,47.14507887,213011569
935,4387,171,426,691,0,8653,50.69917948,213011570
201,6268,68,135,250,13,13556,46.23782827,213021341
606,9513,166,407,819,3,18479,51.48005844,213021342
487,6475,85,247,2198,12,14931,43.36615096,213021343
264,7509,97,246,597,41,18753,40.04159335,213021344
133,2183,78,419,278,0,4952,44.08319871,213021345
183,7113,53,96,166,24,15912,44.70211161,213021346
2760,6295,116,861,1358,18,19068,33.01342563,213031347
1402,4168,122,812,768,24,17131,24.3301617,213031348
1240,5220,93,357,384,11,12573,41.51753758,213031349
346,2761,34,111,174,20,9247,29.85833243,213031350
685,3629,73,406,450,13,11735,30.92458458,213031351
395,5351,66,130,225,31,15463,34.60518657,213031352
155,10700,587,360,208,6,24717,43.29004329,213041353
330,9650,787,755,843,3,21208,45.50169747,213041358
489,5645,2492,2084,1223,0,17553,32.15974477,213041359
966,11066,626,1005,1544,7,19539,56.63544705,213041360
321,3279,86,260,471,0,5800,56.53448276,213041461
455,2998,295,638,656,3,6377,47.0127019,213041462
900,11004,515,915,1543,6,20365,54.03388166,213041463
143,4661,661,389,595,3,9829,47.42089734,213041571
107,2671,1611,762,383,11,7598,35.15398789,213041572
15,1391,3,18,18,0,2990,46.52173913,213041573
348,5281,765,855,843,0,10098,52.29748465,213041574
355,10176,438,425,882,3,16182,62.88468669,213041575
152,5744,200,172,339,9,11632,49.38101788,213041576
140,3549,113,121,297,0,7886,45.00380421,213041577
242,6436,1035,607,1677,7,16658,38.63609077,213041578
423,8647,451,1026,1806,7,18446,46.87737179,213051361
610,8253,527,1327,1497,4,18772,43.96441509,213051362
535,3547,682,1860,868,5,11459,30.95383541,213051363
398,8102,353,1319,861,10,16810,48.19750149,213051368
660,7315,601,2097,1221,12,19274,37.95268237,213051464
724,5397,661,4863,1328,9,19091,28.26986538,213051466
584,8450,535,817,1237,6,19010,44.45028932,213051467
573,8950,937,1868,1115,7,22341,40.06087463,213051468
203,3283,741,2828,726,5,10616,30.92501884,213051579
469,6043,310,1374,836,5,14167,42.65546693,213051580
370,3740,257,1480,628,7,9565,39.10088866,213051581
174,2339,1476,2133,2085,0,10132,23.08527438,213051582
643,8305,3793,6200,3471,5,28116,29.53834116,213051583
149,1318,1613,2050,820,0,7197,18.31318605,213051584
142,4012,1012,1500,2145,0,11182,35.8790914,213051585
232,1923,1314,2298,1030,13,9340,20.5888651,213051586
369,2388,991,2408,1406,0,9596,24.8853689,213051587
410,4779,2012,3028,5061,10,19065,25.06687648,213051588
224,3085,603,1408,606,0,9032,34.15633304,213051589
342,5625,607,1171,551,0,13546,41.52517348,213051590
436,8326,249,624,355,56,21976,37.88678558,214011370
304,8503,161,214,178,62,23586,36.05104723,214011371
214,6890,141,90,171,41,19453,35.41870149,214011372
141,7570,58,70,62,39,18801,40.26381575,214011373
189,9761,90,48,63,31,24939,39.13950038,214011374
182,6358,105,118,116,56,17215,36.93290735,214011375
221,5735,82,286,224,49,13303,43.11057656,214011376
101,6211,46,31,37,22,13366,46.4686518,214021377
30,2179,18,10,3,34,5995,36.3469558,214021378
200,8742,83,37,38,32,23970,36.47058824,214021379
127,8253,47,88,26,57,18734,44.0535924,214021381
93,8827,32,27,29,62,19846,44.47747657,214021382
106,8288,43,37,32,53,19811,41.835344,214021383
206,9587,82,56,51,31,22944,41.78434449,214021384
91,7339,54,18,38,16,18522,39.62315085,214021385
96,6922,59,48,29,25,15175,45.61449753,214021591
62,4893,33,19,16,29,10581,46.24326623,214021592
39,3157,56,81,77,5,8500,37.14117647,215011386
13,1342,0,5,4,3,3204,41.88514357,215011387
86,8260,64,154,73,5,16985,48.63114513,215011388
11,1648,8,0,0,0,3471,47.47911265,215011389
74,3662,33,31,21,0,6956,52.64519839,215011390
5,1788,6,0,3,0,3453,51.78105995,215011391
53,3393,58,48,40,0,8504,39.89887112,215011392
3,1400,10,6,14,0,2766,50.61460593,215011393
31,3379,32,34,31,6,6501,51.97661898,215011394
87,3632,26,26,45,0,7700,47.16883117,215021395
31,2050,16,3,15,0,4976,41.1977492,215021396
21,1576,45,20,0,4,3726,42.29736983,215021398
85,2445,43,11,66,0,6138,39.83382209,215021399
506,7180,148,120,512,5,18027,39.82914517,215021469
363,7253,251,187,533,9,16408,44.20404681,215021470
37,3268,19,26,11,0,6184,52.84605433,215031400
37,3190,21,11,7,0,6719,47.47730317,215031401
21,1995,6,10,3,5,3960,50.37878788,215031402
488,1780,14,36,192,0,3740,47.59358289,215031403
121,5216,195,95,320,3,11186,46.62971572,215031404
125,2887,27,14,118,0,6477,44.57310483,215031405
103,7534,49,88,34,3,15636,48.18367869,216011406
52,5562,31,33,72,10,11121,50.013488,216011407
14,1814,4,0,0,0,3927,46.19302266,216011408
24,2008,7,8,8,0,4016,50,216011409
44,1951,9,3,21,0,4193,46.52993084,216011410
147,3411,128,21,158,0,6465,52.76102088,216021411
16,1456,12,3,18,0,2843,51.21350686,216021412
75,6021,44,22,22,0,12555,47.95698925,216021413
49,4711,25,44,26,6,8661,54.39325713,216021414
76,3676,96,77,120,0,8312,44.22521655,216031415
237,9399,503,404,926,7,19928,47.16479326,216031416
9,1908,61,12,79,0,4017,47.49813294,216031418
72,4838,93,35,137,0,10346,46.76203364,216031419
64,4316,390,155,637,4,9082,47.52257212,216031593
216,6623,522,280,2451,3,16520,40.09079903,216031594
32,3881,47,24,9,4,8920,43.50896861,217011420
45,5137,20,54,25,3,10346,49.65203944,217011421
69,4610,37,54,15,7,11230,41.0507569,217011422
22,3290,18,12,4,3,6301,52.2139343,217011423
13,1914,10,6,7,4,3491,54.82669722,217031471
95,5939,41,45,71,5,12756,46.55848228,217031472
29,2599,11,7,0,5,5669,45.84582819,217031473
16,2728,26,9,7,0,5395,50.56533828,217031474
24,3189,24,4,10,6,7180,44.41504178,217031475
52,1170,25,29,20,5,4008,29.19161677,217031476
19,3442,19,0,0,5,7018,49.04531205,217041477
32,4952,28,15,13,9,10014,49.45076892,217041478
201,10980,75,102,67,20,22405,49.0069181,217041479
122,5942,40,62,46,10,13337,44.55274799,217041480
0,5,0,0,0,0,38,13.15789474,297979799
128,1797,68,78,211,21,9089,19.77115194,299999499
126,7630,143,110,76,11,16574,46.03595994,301011001
114,4305,52,143,80,14,7550,57.01986755,301011002
150,7961,117,124,18,14,15230,52.27183191,301011003
169,8699,180,213,112,14,18254,47.65530843,301011004
34,1766,20,16,12,0,3877,45.55068352,301011005
79,6488,66,44,25,10,11893,54.55309846,301011006
198,8322,66,94,52,10,15851,52.50141947,301021007
50,3411,31,37,20,4,6379,53.47233109,301021008
112,8574,78,58,78,4,17765,48.26343935,301021009
65,3924,38,27,26,3,8357,46.9546488,301021011
140,9607,164,174,100,27,19263,49.87281317,301021012
89,8068,51,64,51,3,15140,53.28929987,301021013
35,842,9,6,0,0,2156,39.05380334,301021550
144,3665,73,9,16,11,8481,43.2142436,301021551
0,0,0,0,0,0,8,0,301031014
51,3933,30,23,7,4,7890,49.84790875,301031015
113,6183,58,113,34,10,11860,52.13322091,301031016
65,2192,20,110,48,9,4775,45.90575916,301031017
152,4430,70,172,67,4,8881,49.88177007,301031018
97,5115,41,284,98,19,9446,54.14990472,301031019
144,6854,70,85,44,13,14502,47.26244656,301031020
190,7355,106,209,57,9,15681,46.90389644,301031021
82,3630,117,324,94,7,7826,46.38384871,302011022
162,5905,153,735,150,0,10501,56.23273974,302011023
155,5109,206,548,152,3,9844,51.8996343,302011024
129,4826,81,181,57,11,10044,48.04858622,302011025
94,4504,55,180,44,3,7918,56.88305128,302011026
172,6881,135,246,72,5,12912,53.29151177,302021027
273,4712,173,582,222,8,11426,41.23927884,302021028
81,3412,42,134,62,5,6611,51.61095144,302021029
38,2286,25,92,19,0,4541,50.34133451,302021030
184,6814,153,261,128,14,14432,47.21452328,302021031
73,3130,62,89,49,4,6917,45.25083129,302021032
64,3716,40,64,45,6,7153,51.95023067,302021033
89,5391,64,143,77,24,10344,52.11716937,302021034
145,4716,248,326,102,5,9596,49.14547728,302031035
0,7,0,0,0,0,125,5.6,302031036
67,846,16,28,38,0,2076,40.75144509,302031037
91,3100,80,348,68,3,7068,43.85964912,302031038
178,5113,156,267,78,10,10789,47.39086106,302031039
228,5205,207,828,99,0,13305,39.12063134,302031040
125,9096,459,567,126,8,17488,52.01280878,302041041
70,4541,31,24,15,7,9664,46.9888245,302041042
29,1683,23,23,7,0,3773,44.60641399,302041043
35,3441,14,12,20,6,6826,50.41019631,302041044
257,6206,1098,1263,255,5,14097,44.02355111,302041045
122,3756,473,436,131,0,9323,40.28746112,302041046
131,6365,66,181,85,3,12145,52.40839852,303011047
116,3107,50,153,72,13,6930,44.83405483,303011048
162,5872,68,188,111,8,11826,49.65330627,303011049
128,3218,56,108,101,5,6884,46.74607786,303011050
365,9564,126,520,234,44,16504,57.94958798,303011051
398,4026,146,325,255,29,11935,33.73271889,303021052
314,8235,191,722,186,31,17810,46.2380685,303021053
162,1656,50,106,100,3,5008,33.06709265,303021054
276,3894,168,305,192,32,10524,37.00114025,303021055
93,4097,56,86,242,15,8895,46.05958404,303021056
125,2853,73,136,94,3,6419,44.44617542,303021057
287,2478,84,261,186,10,8597,28.82400838,303021058
224,4511,62,137,119,13,10200,44.2254902,303021059
844,5571,704,800,735,13,15186,36.6851047,303031060
495,2126,86,258,169,5,5979,35.55778558,303031061
319,4355,107,368,314,8,8880,49.04279279,303031062
305,7070,156,347,498,18,15873,44.54104454,303031063
542,4416,189,583,422,41,11020,40.07259528,303031064
392,4301,149,415,307,9,10988,39.14270113,303031065
498,5663,166,579,341,19,11444,49.484446,303031066
259,2173,65,566,197,0,5704,38.09607293,303041067
200,4396,117,140,261,14,10825,40.60969977,303041068
383,1590,116,455,161,11,4870,32.64887064,303041069
155,3092,78,210,112,3,7562,40.8886538,303041070
170,5386,47,111,57,13,10944,49.21418129,303041071
324,3792,260,307,531,4,9020,42.03991131,303051072
1448,7639,733,1107,1930,5,22845,33.43838914,303051073
728,3528,673,1434,661,3,10220,34.52054795,303051074
613,7090,593,807,788,4,16095,44.0509475,303051075
255,3707,174,236,851,9,9711,38.17320564,303051076
347,2806,336,234,2813,3,9025,31.09141274,303061077
766,4826,1097,567,885,5,14046,34.35853624,303061078
665,3033,169,256,312,3,9033,33.57688476,303061079
1216,6565,491,613,697,6,18085,36.30080177,303061080
267,3632,62,162,91,21,7645,47.50817528,304011081
287,3253,52,263,82,11,7086,45.90742309,304011082
104,1785,23,98,78,4,4121,43.31472943,304011083
276,4966,115,371,141,27,9716,51.11156855,304011084
134,2183,36,203,73,14,4444,49.12241224,304011085
179,4951,88,282,70,12,10528,47.02697568,304021086
104,3464,45,121,49,25,7020,49.34472934,304021087
236,4932,90,275,123,63,10731,45.96030193,304021088
64,2080,19,190,48,12,4345,47.87111623,304021089
169,4296,54,253,92,23,9438,45.51811825,304021090
59,2620,32,69,34,13,5673,46.18367707,304021091
122,3897,52,112,37,20,7849,49.6496369,304031092
82,2549,20,129,49,9,5321,47.90452922,304031093
439,4734,120,897,387,34,13430,35.24944155,304031094
98,2898,37,153,80,18,6452,44.91630502,304031095
407,3921,67,384,576,29,12220,32.08674304,304031096
255,3377,60,301,225,20,9020,37.43902439,304031097
159,3756,49,203,62,14,9042,41.53948242,304041098
0,5,0,0,0,0,33,15.15151515,304041099
80,3543,32,45,74,3,7416,47.77508091,304041100
106,4255,24,86,34,3,8909,47.76069144,304041101
0,0,0,0,0,0,0,#DIV/0!,304041102
159,8021,76,169,43,24,17099,46.90917598,304041103
117,5642,76,191,60,8,11681,48.30065919,304041104
687,3964,108,403,287,22,13310,29.78211871,305011105
294,2712,85,311,150,21,9512,28.51135408,305011106
275,1930,64,134,96,12,6372,30.28876334,305011107
177,4004,58,147,146,18,9761,41.02038726,305011108
296,4922,72,168,47,43,12454,39.5214389,305011109
582,3667,113,365,277,34,14243,25.74598048,305011110
234,2184,56,599,104,7,6860,31.83673469,305011111
480,4367,128,342,332,45,14953,29.20484184,305011112
32,2173,28,31,27,6,4554,47.71629337,305021113
70,3529,18,33,40,6,7407,47.64412043,305021114
141,2293,36,137,66,13,6118,37.47956849,305021115
49,2707,15,42,32,11,5133,52.73719073,305021116
168,5863,117,229,104,18,14308,40.97707576,305021117
95,3198,34,62,31,10,6857,46.63847163,305021118
63,1730,30,100,33,6,4305,40.18583043,305031119
76,2910,43,128,28,3,6593,44.13772183,305031120
94,3096,27,81,43,8,5769,53.66614665,305031121
188,5172,117,564,89,23,10754,48.09373256,305031122
43,2391,9,40,17,9,4627,51.67495137,305031123
129,3339,43,99,83,13,6768,49.33510638,305031124
55,3005,35,63,24,9,4949,60.71933724,305031125
381,2968,76,347,395,25,10165,29.19822922,305031126
121,2086,26,150,39,5,5083,41.03875664,305031127
291,6079,93,247,170,50,18016,33.74222913,305031128
44,2015,23,53,15,4,4031,49.98759613,305031129
149,3089,46,188,52,9,7978,38.71897719,305031130
153,4711,69,426,119,14,11025,42.73015873,305031131
136,7096,37,146,44,28,13716,51.73519977,305041132
84,2236,29,158,29,7,5670,39.4356261,305041133
76,4761,46,51,32,16,10343,46.03113217,305041134
178,4640,58,116,97,24,12197,38.04214151,305041135
84,2221,27,63,41,5,5975,37.17154812,305041136
256,4415,69,289,165,26,12428,35.52462182,305041137
91,2568,33,46,11,9,5537,46.37890554,306011138
150,4789,43,37,39,33,11789,40.6226143,306011139
47,1479,19,9,6,3,3742,39.52431855,306011140
173,6116,81,123,44,8,13784,44.37028439,306011141
249,6593,209,132,111,26,16791,39.26508248,306011142
96,2150,34,11,15,11,6133,35.05625306,306011143
84,3764,151,33,18,0,8360,45.02392344,306021144
308,3956,225,170,131,21,12567,31.47927111,306021145
108,4372,28,44,22,6,8376,52.19675263,306021146
108,5088,121,19,32,3,11409,44.59637129,306021147
75,4594,126,28,36,0,9838,46.69648303,306021148
269,4744,94,416,45,6,9963,47.61617987,306021149
0,7,0,0,0,0,7,100,306021150
138,2554,83,45,59,0,6175,41.36032389,306021151
153,2155,111,140,24,0,5191,41.51415912,306021152
167,4373,172,99,39,0,8678,50.39179534,306021153
207,2597,93,124,80,3,6519,39.83739837,306021154
70,2223,43,21,7,4,4918,45.20130134,306021155
167,3447,80,34,52,12,8353,41.2666108,306021156
86,2249,101,27,12,3,5127,43.86580846,306021157
37,2296,54,11,7,3,4568,50.26269702,306031158
85,4645,610,64,16,0,9257,50.17824349,306031159
50,4008,180,12,0,3,8002,50.08747813,306031160
67,5417,163,39,11,0,10999,49.24993181,306031161
0,4,0,0,0,0,4,100,306031162
0,2130,16,0,0,0,2505,85.02994012,306031163
49,2640,27,13,12,5,6674,39.55648786,306041164
77,1850,37,26,11,16,5582,33.14224292,306041165
76,5719,75,31,20,6,11625,49.19569892,306051166
53,2237,38,3,0,4,5522,40.51068453,306051167
74,1494,36,9,9,4,4826,30.95731455,306051168
56,4111,48,13,12,8,9095,45.2006597,306051169
87,6106,86,49,153,4,11825,51.63636364,306051170
13,2637,3,10,5,0,4320,61.04166667,307011171
25,4612,28,32,22,3,8775,52.55840456,307011172
21,3855,30,13,8,0,6230,61.87800963,307011173
7,2323,15,4,3,0,4065,57.14637146,307011174
18,2323,14,16,24,0,4180,55.57416268,307011175
21,3625,23,41,54,0,6838,53.01257678,307011176
14,3657,10,15,0,3,5989,61.0619469,307011177
13,1962,14,3,3,0,3851,50.94780576,307011178
77,5158,43,13,0,0,9175,56.21798365,307021179
19,4469,34,5,5,4,7662,58.32680762,307021180
19,1927,4,9,4,0,3223,59.78901644,307021181
11,3840,19,11,4,0,5791,66.30979106,307021182
51,10326,63,51,34,6,17015,60.68762856,307021183
17,3185,20,9,0,0,5109,62.34096692,307031184
16,2686,16,12,5,0,4360,61.60550459,307031185
14,2905,25,10,3,0,4991,58.20476858,307031186
54,2965,30,23,12,0,5286,56.09156262,307031187
33,3173,31,11,12,4,6247,50.79238034,307031188
61,8946,83,62,23,5,15525,57.62318841,307031189
52,3264,38,18,9,0,7156,45.61207378,308011190
21,4074,7,7,0,0,7616,53.49264706,308011191
121,6915,97,115,69,0,14089,49.08084321,308011192
55,3141,37,34,48,0,7024,44.71810934,308031205
6,1002,9,0,0,0,1948,51.43737166,308031206
31,2893,23,6,12,0,5798,49.89651604,308031207
76,4911,65,62,61,7,9059,54.2112816,308031208
3,2532,14,0,4,0,5224,48.46860643,308031209
80,5831,69,61,17,0,12379,47.10396639,308031210
56,2273,18,30,61,0,4880,46.57786885,308031211
10,1311,21,7,9,0,2945,44.51612903,308031212
150,5893,94,316,140,0,10709,55.02848072,308031213
28,2644,30,36,15,0,5292,49.96220711,308031214
35,3754,35,99,13,0,7477,50.20730239,308031215
40,3086,20,58,8,8,5903,52.27850246,308031216
29,1513,25,37,11,0,3364,44.97621879,308031217
10,1779,7,3,6,0,3507,50.72711719,308031218
35,2245,12,0,0,0,4598,48.82557634,308031219
5,1747,11,0,0,0,3002,58.19453698,308031220
0,14,0,0,0,0,22,63.63636364,308031221
83,4467,42,125,42,7,7989,55.91438228,308031222
134,10417,63,38,12,4,20244,51.45722189,308031223
23,5070,20,20,8,0,8817,57.50255189,308041528
72,2960,14,44,46,0,5694,51.98454514,308041529
59,2755,21,5,8,4,6807,40.47304246,308051530
58,4402,21,17,29,11,10063,43.74441022,308051531
0,11,0,0,0,0,30,36.66666667,308051532
97,6154,58,209,101,8,14161,43.45738295,308051533
71,2499,45,90,51,7,6174,40.47619048,308051534
33,5289,30,10,14,0,11529,45.87561801,308051535
28,1527,11,26,10,0,3533,43.22105859,308051536
0,0,0,0,0,0,0,#DIV/0!,308051537
42,2693,31,37,26,0,6387,42.16377016,308051538
67,2038,40,48,40,3,4832,42.17715232,308051539
101,4061,25,42,35,51,8164,49.74277315,309011224
100,3851,35,16,18,26,9176,41.96817786,309011225
134,7168,34,18,26,32,14413,49.73288004,309011226
188,5754,85,110,58,70,13997,41.10880903,309011227
232,6055,75,43,58,53,13205,45.85384324,309011228
81,2970,24,11,16,24,7445,39.89254533,309011229
91,2905,20,23,17,10,6491,44.75427515,309021230
135,5039,33,68,19,21,12339,40.83799335,309021231
96,4481,30,33,15,13,9797,45.73849137,309021232
117,5858,54,22,15,8,12539,46.71823909,309021233
144,7135,47,48,41,17,16349,43.64181295,309021234
224,4878,88,219,459,25,11171,43.66663683,309031235
180,4256,102,110,338,12,9973,42.6752231,309031236
127,5033,53,45,122,17,10298,48.87356768,309031237
397,7722,172,268,498,50,18643,41.42037226,309031238
125,5435,33,15,90,30,9991,54.39895906,309031239
136,5082,31,47,77,26,9308,54.5981951,309031240
54,1670,30,4,12,0,4420,37.78280543,309041241
151,6481,100,45,29,13,15692,41.30130003,309041242
66,3274,32,14,11,3,7674,42.66353922,309051243
224,9296,73,93,70,41,19552,47.54500818,309051244
111,4435,63,94,47,9,8810,50.34052213,309051245
221,6360,74,81,115,36,13147,48.37605537,309061246
113,3841,33,33,40,15,8433,45.54725483,309061247
242,9208,267,151,104,30,21260,43.31138288,309061248
225,7569,180,334,343,21,18308,41.34258248,309061249
100,4005,38,42,11,14,8542,46.88597518,309061250
226,7810,201,297,167,24,20225,38.61557478,309071251
256,8651,106,194,259,32,18949,45.65412423,309071252
231,7608,57,93,161,59,14665,51.87862257,309071253
32,2201,16,18,14,0,4607,47.77512481,309071254
168,7660,152,204,122,15,17920,42.74553571,309071256
66,4728,54,45,22,0,10681,44.26551821,309071552
107,5392,101,92,86,10,11879,45.39102618,309071553
68,4024,376,300,158,9,9910,40.60544904,309071554
95,3234,315,228,142,13,10491,30.82642265,309071555
88,5024,92,108,78,10,11420,43.99299475,309071556
211,8157,198,241,203,10,20287,40.20801498,309071557
100,2640,49,69,49,4,7027,37.56937527,309071558
98,2342,61,78,29,31,4395,53.28782708,309081259
120,3116,30,63,59,18,7210,43.21775312,309081260
327,6720,123,187,166,38,16639,40.38704249,309081262
324,7829,109,193,128,43,16861,46.43259593,309081559
213,4045,61,64,40,34,8804,45.94502499,309081560
246,5442,82,95,83,34,12415,43.83407169,309091263
153,2789,52,121,75,17,6450,43.24031008,309091264
158,3851,44,107,212,10,8837,43.57813738,309091265
443,6549,230,430,384,33,17891,36.60499693,309091540
506,7909,163,471,266,47,18893,41.86206532,309091541
218,4739,116,125,145,49,9889,47.92193346,309101267
87,2435,54,39,38,23,4895,49.74463739,309101268
39,2069,7,17,10,21,3998,51.75087544,309101269
255,5088,166,341,176,58,12204,41.69124877,309101561
284,5496,249,490,149,81,14210,38.67698804,309101562
381,1938,98,107,217,0,4699,41.24281762,310011271
972,3546,188,189,722,6,8254,42.96098861,310011272
2311,7909,296,279,1988,19,19891,39.76170127,310011274
299,3568,83,215,258,4,8578,41.59477734,310011275
183,1203,19,28,74,0,6220,19.34083601,310011276
637,3283,293,513,855,4,8598,38.18329844,310011563
1277,9830,439,936,732,15,22478,43.73164872,310011564
51,7095,39,12,7,6,12617,56.23365301,310021277
47,2734,26,0,3,0,5052,54.11718131,310021278
0,0,0,0,0,0,0,#DIV/0!,310021279
124,10325,104,38,37,18,21208,48.68445869,310021280
104,6633,43,16,32,3,14197,46.72113827,310021281
73,6154,69,15,22,6,14217,43.28620665,310021282
89,5579,82,32,30,10,12115,46.0503508,310031283
96,4003,63,64,42,5,9334,42.88622241,310031284
28,3286,24,37,9,0,6817,48.20302186,310031285
40,2935,40,31,24,4,6715,43.70811616,310031286
123,8168,135,108,42,16,17975,45.44089013,310031287
32,2357,12,10,0,0,4561,51.67726376,310031288
35,3353,34,38,14,6,6694,50.08963251,310031289
44,2698,34,17,9,11,6032,44.72811671,310031290
51,3343,52,23,30,0,8268,40.43299468,310031291
48,2962,37,8,9,0,6416,46.16583541,310031292
93,7631,72,101,39,3,15154,50.35634156,310031293
83,5446,218,197,208,0,12774,42.63347424,310031294
55,1161,34,27,15,0,3067,37.85458102,310031295
189,4370,46,49,88,15,9249,47.24835117,310041297
0,4,0,0,0,0,8,50,310041298
175,5501,94,201,185,0,11686,47.07342119,310041299
387,4872,66,162,283,9,10885,44.75884244,310041300
0,0,0,0,0,0,3,0,310041301
277,10899,283,366,364,3,24349,44.76159185,310041302
155,3254,95,264,67,5,7322,44.44140945,310041303
571,8860,972,1899,573,17,23526,37.66046077,310041304
149,4258,299,458,112,3,8987,47.37954824,310041565
155,3922,225,271,133,5,9191,42.67217931,310041566
51,7121,86,22,18,11,14674,48.52800872,311011305
88,3307,91,58,97,0,8425,39.25222552,311021306
116,5567,177,112,303,13,13594,40.95189054,311021307
112,3716,245,146,291,3,9549,38.91506964,311021308
72,2611,24,33,31,0,5736,45.5195258,311021309
81,3814,68,48,76,6,9016,42.3025732,311021310
279,7656,932,407,538,5,19166,39.94573724,311031311
203,3029,183,168,687,0,8161,37.11554957,311031312
153,3569,236,129,558,3,8869,40.24128989,311031313
276,4740,110,102,493,3,12158,38.98667544,311031314
0,0,0,0,0,0,0,#DIV/0!,311031315
223,3868,213,203,275,11,8832,43.79528986,311031316
368,6463,105,151,1756,4,15988,40.42406805,311031317
98,2163,48,14,24,4,4428,48.84823848,311031318
251,7059,482,289,606,3,16032,44.03068862,311031319
85,4090,51,15,57,8,8608,47.51394052,311041322
30,2494,39,16,33,0,6632,37.60554885,311041567
98,4329,77,94,77,5,10051,43.07034126,311041568
95,3280,125,72,106,0,7637,42.94880189,311041569
98,7907,119,37,21,4,18013,43.89607506,311041570
105,3653,144,84,153,4,10706,34.12105361,311041571
151,5290,143,163,233,7,12125,43.62886598,311051323
78,4691,64,85,69,12,9076,51.68576465,311051324
138,4995,78,90,170,3,11588,43.10493614,311051325
185,4799,205,147,828,0,11776,40.75237772,311051326
179,5775,78,157,217,7,12073,47.83400977,311051327
169,3217,149,161,407,4,7815,41.16442738,311051328
132,3334,117,129,99,7,6897,48.33985791,311061329
173,4233,69,89,813,8,10371,40.81573619,311061330
178,2807,25,75,661,0,6356,44.16299559,311061331
263,7604,273,246,316,11,15394,49.39586852,311061332
163,4254,110,90,712,6,10408,40.87240584,311061333
146,4931,127,126,207,4,9842,50.10160536,311061334
252,2328,425,230,1061,3,6809,34.19004259,311061335
226,5382,132,94,1581,5,12982,41.45740256,311061336
92,4761,26,35,49,11,9874,48.21754102,312011337
41,3307,25,26,13,0,8730,37.88087056,312011338
8,2179,6,3,0,0,3893,55.9722579,312011339
23,1807,10,0,12,0,3898,46.35710621,312011340
57,3442,52,67,60,0,9425,36.5198939,312011341
104,7777,94,100,34,4,15824,49.14686552,312021342
30,1847,12,31,7,0,3756,49.17465389,312021343
58,6156,51,60,26,3,13495,45.61689515,312021344
0,7,0,0,0,0,9,77.77777778,312021345
69,1532,46,113,44,0,4026,38.05265772,312021346
0,306,0,4,10,0,615,49.75609756,312021347
62,6682,66,117,94,5,11558,57.81277038,312021348
45,3140,35,35,22,6,6283,49.97612605,312021349
29,3222,18,102,73,0,5941,54.23329406,312021350
44,4216,21,8,7,0,8897,47.38675958,312021351
52,5902,26,13,9,5,11822,49.92387075,312021352
37,4450,15,7,0,0,8181,54.39432832,312021353
27,2593,20,5,11,0,6084,42.61998685,312021354
15,1541,16,0,7,0,3455,44.60202605,312021355
74,3725,23,25,13,4,6918,53.84504192,312021356
23,4916,6,6,14,4,8457,58.12936029,312021357
44,3632,29,48,20,0,6364,57.07102451,312021358
182,4857,91,64,46,11,14523,33.44350341,312031359
0,0,0,0,0,0,0,#DIV/0!,312031360
40,4326,30,9,0,0,8858,48.8372093,312031361
122,8040,62,19,11,6,16469,48.81899326,313011362
154,11327,63,24,36,8,20612,54.95342519,313011363
37,3143,46,41,29,3,6658,47.20636828,313021364
279,8952,197,104,78,12,23625,37.89206349,313021366
23,1964,12,7,4,0,4290,45.78088578,313021367
109,4302,52,72,45,5,11078,38.8337245,313021368
34,2042,8,5,9,0,4228,48.29706717,313021369
200,6982,161,108,80,6,17736,39.36626071,313021572
120,5197,99,25,33,9,12165,42.72092067,313021573
24,2923,42,6,23,0,5799,50.40524228,313031370
38,3259,46,5,3,5,9100,35.81318681,313031371
118,7256,97,76,50,17,16488,44.00776322,313041372
151,10473,132,108,54,8,22686,46.1650357,313041373
31,2650,27,0,6,8,5867,45.16788819,313041374
121,9135,136,114,65,4,20914,43.67887539,313041375
14,1520,5,13,5,0,3260,46.62576687,313041376
76,3726,55,39,13,6,8415,44.27807487,313051377
135,5564,64,23,26,3,11974,46.46734592,313051378
97,5115,70,31,29,8,10434,49.02242668,313051379
149,8562,117,101,48,8,17385,49.24935289,313051380
0,93,0,0,0,0,309,30.09708738,313051574
122,7988,52,60,51,6,15257,52.35629547,313051575
118,9144,42,124,72,8,16410,55.72212066,314011382
108,10056,146,443,105,3,19643,51.1938095,314011383
58,4358,21,6,8,9,9213,47.30272441,314011384
36,4177,24,56,12,0,7822,53.40066479,314011385
161,11576,75,133,78,15,24313,47.61238843,314011386
66,5875,57,37,21,16,12385,47.43641502,314011387
159,10048,1001,823,189,9,23089,43.51855862,314021389
48,2144,68,58,33,7,5275,40.64454976,314021576
157,9207,192,187,61,22,21749,42.33298083,314021577
210,6339,542,920,225,3,14921,42.48374774,314021578
277,10512,430,731,221,19,23030,45.64481112,314021579
113,4938,71,145,49,4,10271,48.07711031,314031391
